FuelType,ElectricFuelConsumption,NetGeneration
Coal,"16,627,926","1,449,787"
Coal,"58,401,775","6,047,231"
Coal,"471,929","31,518"
Coal,"14,723,270","1,437,373"
Coal,"26,269,526","2,481,211"
Coal,"79,806,439","7,210,086"
Coal,"68,908,881","6,471,849"
Coal,0,0
Coal,"835,540","150,300"
Coal,0,0
Coal,"434,210","79,463"
Coal,"596,032","52,670"
Coal,"448,644","37,881"
Coal,"78,804","17,408"
Other,"86,978","5,327"
Other,"138,236","13,362"
Other,"19,375","3,651"
Coal,0,0
Wind,"138,080","13,970"
Wind,"199,153","20,149"
Wind,"1,781,946","180,286"
Wind,"3,323,198","336,220"
Wind,"1,330,682","134,630"
Wind,"3,036,533","307,217"
Wind,"47,490","4,805"
Wind,"611,320","61,849"
Biomass,0,0
Biomass,0,0
Coal,"132,646,322","12,426,607"
Coal,"16,960,752","1,650,835"
Coal,"25,952,054","2,483,882"
Coal,"3,718,792","297,832"
Coal,"31,446,343","3,042,140"
Coal,"101,631,770","10,038,854"
Coal,0,-149
Coal,"11,367,670","1,028,178"
Coal,"91,952,480","9,372,004"
Coal,"98,090,748","9,764,938"
Coal,"58,540,795","5,752,459"
Coal,"75,736,276","7,791,435"
Coal,0,0
Coal,0,0
Coal,"1,673,400","293,650"
Coal,"1,082,884","75,971"
Coal,"1,525,170","193,692"
Coal,0,0
Coal,"64,196","12,282"
Petroleum,"576,143","55,084"
Petroleum,"20,195","1,949"
Petroleum,"120,977","11,391"
Petroleum,"33,720","1,953"
Petroleum,"275,402","25,463"
Petroleum,0,0
Petroleum,"47,719","4,323"
Petroleum,"174,817","17,846"
Petroleum,"175,875","17,575"
Petroleum,0,0
Petroleum,"208,088","21,395"
Petroleum,0,0
Petroleum,"134,259","11,865"
Petroleum,"6,641",498
Hydro,"6,113,917","618,567"
Hydro,"2,368,780","239,658"
Hydro,"1,931,067","195,373"
Hydro,"4,913,875","497,154"
Hydro,"252,269","25,523"
Petroleum,"1,834",90
Gas,"251,713","24,751"
Gas,"38,105","2,738"
Gas,"156,593","15,094"
Gas,0,0
Gas,0,0
Gas,"379,766","30,322"
Gas,"335,005","28,810"
Gas,"2,882",267
Gas,0,0
Gas,0,0
Gas,"60,089","11,497"
Gas,"204,398","35,868"
Other,0,0
Petroleum,0,0
Petroleum,0,0
Coal,0,0
Coal,"10,511,478","1,017,737"
Coal,0,0
Coal,"1,152,354","77,217"
Coal,"7,728,262","699,014"
Coal,0,0
Coal,"11,321,003","1,165,418"
Other,"8,460",422
Coal,"1,618,185","116,570"
Coal,"8,793,727","629,778"
Coal,"1,617,539","205,422"
Wind,"1,611,121","163,003"
Wind,"5,727,145","579,436"
Petroleum,"1,059",106
Petroleum,"15,405","1,134"
Coal,0,0
Coal,0,0
Coal,"966,596","195,355"
Petroleum,"111,096","9,948"
Petroleum,"45,888","3,890"
Petroleum,"169,031","16,547"
Petroleum,"183,520","18,192"
Petroleum,"4,942",482
Petroleum,"9,834",838
Petroleum,509,61
Petroleum,642,130
Hydro,"8,437,070","853,609"
Gas,"423,552","40,525"
Gas,"1,990,482","365,621"
Gas,"41,527","3,455"
Gas,"679,328","56,361"
Gas,"81,571","10,634"
Gas,"173,183","8,708"
Gas,"76,583","13,854"
Gas,"144,843","22,953"
Gas,"1,477,152","271,329"
Gas,"118,885","10,139"
Other,0,0
Coal,"56,288,678","5,007,848"
Coal,"49,363,456","4,712,838"
Coal,"31,949,515","2,709,366"
Coal,"119,258,157","11,654,860"
Coal,"155,465,614","15,169,992"
Coal,0,0
Coal,"9,110,136","763,488"
Coal,"12,654,184","1,020,216"
Coal,"5,563,648","522,876"
Wind,"3,480,895","352,175"
Wind,"1,268,415","128,330"
Wind,"2,004,918","202,845"
Wind,"3,336,649","337,581"
Wind,"2,037,931","206,185"
Wind,"3,652,338","369,520"
Wind,"831,054","84,081"
Wind,"200,646","20,300"
Wind,"718,131","72,656"
Wind,979,99
Wind,"328,899","33,276"
Wind,"225,853","22,850"
Wind,"3,794,679","383,922"
Petroleum,324,35
